"filename", "language", "JSON", "JSON with Comments", "TypeScript", "JavaScript", "Properties", "SCSS", "HTML", "Docker", "CSS", "comment", "blank", "total"
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\auth\register-component\register.component.ts", "TypeScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 4, 61
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\add-group-dialog\add-group-component-store\add-group-component-store.module.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\add-group-dialog\add-group-component-store\add-group-component-store.service.ts", "TypeScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 3, 14, 68
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\add-group-dialog\add-group.dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 3, 41
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\add-group-dialog\add-group.dialog.component.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 6, 60
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\add-group-dialog\add-group.module.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\chat-panel\chat-component-store\chat-component-store.module.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\chat-panel\chat-component-store\chat-component-store.service.ts", "TypeScript", 0, 0, 70, 0, 0, 0, 0, 0, 0, 3, 12, 85
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\chat-panel\chat-panel.component.html", "HTML", 0, 0, 0, 0, 0, 0, 23, 0, 0, 16, 1, 40
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\chat-panel\chat-panel.component.ts", "TypeScript", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 9, 97
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\chat-panel\chat.module.ts", "TypeScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 1, 40
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\chat-panel\message-input\message-input.component.html", "HTML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 6
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\chat-panel\message-input\message-input.component.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\chat-panel\message-template\message-template.component.html", "HTML", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 2, 19
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\chat-panel\message-template\message-template.component.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\group-panel-component\group-component-store\group-component-store.service.ts", "TypeScript", 0, 0, 73, 0, 0, 0, 0, 0, 0, 3, 11, 87
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\group-panel-component\group-component-store\groups-component-store.module.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\group-panel-component\groups-panel\group-template\group-template.component.html", "HTML", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 25
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\group-panel-component\groups-panel\group-template\group-template.component.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 2, 3, 59
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\group-panel-component\groups-panel\groups-panel.component.html", "HTML", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 19
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\group-panel-component\groups-panel\groups-panel.component.ts", "TypeScript", 0, 0, 58, 0, 0, 0, 0, 0, 0, 1, 6, 65
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\group.module.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 1, 45
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\groups-page.component.html", "HTML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 2, 13
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\groups-page\groups-page.component.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\navbar\navbar.module.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 1, 35
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\navbar\popUp-menu\custom-user-template\user-template.component.html", "HTML", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\navbar\popUp-menu\custom-user-template\user-template.component.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\navbar\popUp-menu\menu.component.html", "HTML", 0, 0, 0, 0, 0, 0, 32, 0, 0, 1, 5, 38
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\components\navbar\popUp-menu\menu.component.ts", "TypeScript", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 8, 84
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\nx-welcome.component.ts", "TypeScript", 0, 0, 906, 0, 0, 0, 0, 0, 0, 0, 2, 908
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\shared\enums\isLogging.enum.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\shared\guards\authentication.guard.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Users\dando\Desktop\צבא\פרויקטים בצבא\chat-group\apps\group-chat\src\app\shared\index.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
